0 0.0
1 -5.375306122448983
2 4.017774630670388
3 -2.31267258985406
4 -0.4002040816326513
5 4.2720184948979565
6 -3.6022346523668602
7 1.9420090399111345
8 -2.9178638353224926
9 -1.5873168022217854
10 0.2422271468144146
11 2.0328947368421026
12 1.4018558941212689
13 -2.7617777777777803
14 4.380266666666664
15 -5.452350523496463
16 1.500350523496465
17 13.122370068027209
18 -20.42748433495686
19 -0.978468113083494
20 4.764299802761329
21 8.223445109309111
22 -7.185052710277347
23 -13.201390140105005
24 34.93505854961757
25 -3.1193877551020393
26 -18.61428065441053
27 -0.6367987106688417
28 66.27822222222223
